Frame,C2H6_gas,C2H8_gas,C3H12_gas,CH2O*,CH2_gas,CH3O*,CH3_gas,CH4O*,CH4_gas,CH5_gas,CH_gas,C_gas,H*,H2_gas,H_gas,O*,OH*
966,1,,,,1,1,2,,44,,,,1,2,1,23,1
967,1,,,,1,1,2,,44,,,,1,2,1,23,1
968,1,,,,1,1,2,,44,,,,1,2,1,23,1
969,1,,,,1,1,2,,44,,,,1,2,1,23,1
970,1,,,,1,1,2,,44,,,,1,2,1,23,1
971,1,,,,1,1,2,,44,,,,1,2,1,23,1
972,1,,,,1,1,2,,44,,,,1,2,1,23,1
973,1,,,,1,1,2,,44,,,,1,2,1,23,1
974,1,,,,1,1,2,,44,,,,1,2,1,23,1
975,1,,,,1,1,2,,44,,,,1,2,1,23,1
976,1,,,,1,1,2,,44,,,,1,2,1,23,1
977,1,,,,1,1,2,,44,,,,1,2,1,23,1
978,1,,,,1,1,2,,44,,,,1,2,1,23,1
979,1,,,,1,1,2,,44,,,,1,2,1,23,1
980,1,,,,1,1,2,,44,,,,1,2,1,23,1
981,1,,,,1,1,2,,44,,,,1,2,1,23,1
982,1,,,,1,1,2,,44,,,,1,2,1,23,1
983,1,,,,1,1,2,,44,,,,1,2,1,23,1
984,1,,,,1,1,2,,44,,,,1,2,1,23,1
985,1,,,,1,1,2,,44,,,,1,2,1,23,1
986,1,,,,1,1,2,,44,,,,1,2,1,23,1
987,1,,,,1,1,2,,44,,,,1,2,1,23,1
988,1,,,,1,1,2,,44,,,,1,2,1,23,1
989,1,,,,1,1,2,,44,,,,1,2,1,23,1
990,1,,,,1,1,2,,44,,,,1,2,1,23,1
991,1,,,,1,1,2,,44,,,,1,2,1,23,1
992,1,,,,1,1,2,,44,,,,1,2,1,23,1
993,1,,,,1,1,2,,44,,,,1,2,1,23,1
994,1,,,,1,1,2,,44,,,,1,2,1,23,1
995,1,,,,1,1,2,,44,,,,1,2,1,23,1
996,1,,,,1,1,2,,44,,,,1,2,1,23,1
997,1,,,,1,1,2,,44,,,,1,2,1,23,1
998,1,,,,1,1,2,,44,,,,1,2,1,23,1
999,1,,,,1,1,2,,44,,,,1,2,1,23,1
1000,1,,,,1,1,2,,44,,,,2,2,,23,1
1001,1,,,,1,1,2,,44,,,,2,2,,23,1
